
===== SHEET: Tripwire Enterprise (181r x 9c) =====
製品番号 SKU	数量 Qty	製品名 Description	定価 TWKK List Price (External- Distributor list price)	50% Discount from List (Distributor Buy Price)	55% Discount from List (Distributor Buy Price)	60% Discount from List (Distributor Buy Price)	65% of Distributor Buy Price (target based upon 2013 results)	Yen Transfer Price
TEサーバー (Consoles)
500100-01-JA	251-500	IP360 - Basic Support	1232.0000000000002	739.2000000000002	677.6000000000001	616.0000000000001	492.8000000000001	480.48000000000013	480
500100-01-JA	501-1000	IP360 - Basic Support	1008.0000000000001	604.8000000000001	554.4000000000001	504.00000000000006	403.20000000000005	393.12000000000006	390
500100-01-JA	1001-2500	IP360 - Basic Support	784.0000000000001	470.40000000000003	431.2000000000001	392.00000000000006	313.6000000000001	305.76000000000005	310
500100-01-JA	2501-5000	IP360 - Basic Support	560	336	308	280	224	218.4	220
500100-01-JA	5001-10000	IP360 - Basic Support	336.00000000000006	201.60000000000002	184.80000000000004	168.00000000000003	134.40000000000003	131.04000000000002	130
500100-01-JA	10001-25000	IP360 - Basic Support	224.00000000000003	134.4	123.20000000000003	112.00000000000001	89.60000000000002	87.36000000000001	90
500100-01-JA	25001+	IP360 - Basic Support	112.00000000000001	67.2	61.600000000000016	56.00000000000001	44.80000000000001	43.68000000000001	40
500100-03-JA	1-250	IP360 - Basic Support Renewal	1296	777.6	712.8000000000001	648	518.4	505.44000000000005	510
500100-03-JA	251-500	IP360 - Basic Support Renewal	1188	712.8	653.4000000000001	594	475.20000000000005	463.32	460
500100-03-JA	501-1000	IP360 - Basic Support Renewal	972.0000000000001	583.2	534.6000000000001	486.00000000000006	388.80000000000007	379.08000000000004	380
500100-03-JA	1001-2500	IP360 - Basic Support Renewal	756	453.59999999999997	415.8	378	302.40000000000003	294.84	290
500100-03-JA	2501-5000	IP360 - Basic Support Renewal	540	324	297	270	216	210.6	210
500100-03-JA	5001-10000	IP360 - Basic Support Renewal	324	194.4	178.20000000000002	162	129.6	126.36000000000001	130
500100-03-JA	10001-25000	IP360 - Basic Support Renewal	216	129.6	118.80000000000001	108	86.4	84.24	80
500100-03-JA	25001+	IP360 - Basic Support Renewal	108	64.8	59.400000000000006	54	43.2	42.12	40
IP360初年度サブスクリプション
500100-031-JA	1-250	IP360 - Subscription License	4032.0000000000005	2419.2000000000003	2217.6000000000004	2016.0000000000002	1612.8000000000002	1572.4800000000002	1570
500100-031-JA	251-500	IP360 - Subscription License	3696.0000000000005	2217.6000000000004	2032.8000000000004	1848.0000000000002	1478.4000000000003	1441.4400000000003	1440
500100-031-JA	501-1000	IP360 - Subscription License	3136.0000000000005	1881.6000000000001	1724.8000000000004	1568.0000000000002	1254.4000000000003	1223.0400000000002	1220
500100-031-JA	1001-2500	IP360 - Subscription License	2352	1411.2	1293.6000000000001	1176	940.8000000000001	917.2800000000001	920
500100-031-JA	2501-5000	IP360 - Subscription License	1568.0000000000002	940.8000000000001	862.4000000000002	784.0000000000001	627.2000000000002	611.5200000000001	610
500100-031-JA	5001-10000	IP360 - Subscription License	1008.0000000000001	604.8000000000001	554.4000000000001	504.00000000000006	403.20000000000005	393.12000000000006	390
500100-031-JA	10001-25000	IP360 - Subscription License	672.0000000000001	403.20000000000005	369.6000000000001	336.00000000000006	268.80000000000007	262.08000000000004	260
500100-031-JA	25001+	IP360 - Subscription License	448.00000000000006	268.8	246.40000000000006	224.00000000000003	179.20000000000005	174.72000000000003	170
500100-033-JA	1-250	IP360 - Subscription License - Renewal Term	3888.0000000000005	2332.8	2138.4000000000005	1944.0000000000002	1555.2000000000003	1516.3200000000002	1520
500100-033-JA	251-500	IP360 - Subscription License - Renewal Term	3564.0000000000005	2138.4	1960.2000000000005	1782.0000000000002	1425.6000000000004	1389.96	1390
500100-033-JA	501-1000	IP360 - Subscription License - Renewal Term	3024	1814.3999999999999	1663.2	1512	1209.6000000000001	1179.36	1180
500100-033-JA	1001-2500	IP360 - Subscription License - Renewal Term	2268	1360.8	1247.4	1134	907.2	884.52	880
500100-033-JA	2501-5000	IP360 - Subscription License - Renewal Term	1512	907.1999999999999	831.6	756	604.8000000000001	589.68	590
500100-033-JA	5001-10000	IP360 - Subscription License - Renewal Term	972.0000000000001	583.2	534.6000000000001	486.00000000000006	388.80000000000007	379.08000000000004	380
500100-033-JA	10001-25000	IP360 - Subscription License - Renewal Term	648	388.8	356.40000000000003	324	259.2	252.72000000000003	250
500100-033-JA	25001+	IP360 - Subscription License - Renewal Term	432	259.2	237.60000000000002	216	172.8	168.48	170
500101-031-JA	1	IP360 Mobile - Annual License	1820000.0000000002	1092000	1001000.0000000002	910000.0000000001	728000.0000000001	709800	709800
500101-033-JA	1	IP360 Mobile - Annual License - Renewal Term	1755000	1053000	965250.0000000001	877500	702000	684450	684450
VnE Manager  VnEマネージャー
500235-03-JA	1	VnE Manager 1800 - JA - Basic Support Renewal	615600	369360	338580	307800	246240	240084	240100
500236-03-JA	1	VnE Manager 5800 - JA - Basic Support Renewal	2290680	1374408	1259874	1145340	916272	893365.2000000001	893400
500225-00-JA	1	VnE Manager Ev - JA - License	6324528.000000001	3794716.8000000003	3478490.400000001	3162264.0000000005	2529811.2000000007	2466565.9200000004	2466600
500225-01-JA	1	VnE Manager Ev - JA - Basic Support	1454656.0000000002	872793.6000000001	800060.8000000002	727328.0000000001	581862.4000000001	567315.8400000001	567300
500225-03-JA	1	VnE Manager Ev - JA - Basic Support Renewal	1402704	841622.4	771487.2000000001	701352	561081.6	547054.56	547100
500226-00-JA	1	VnE Manager Ev Limited - JA - License - Limited to 10,000 IPs	2243136	1345881.5999999999	1233724.8	1121568	897254.4	874823.0399999999	874800
500226-01-JA	1	VnE Manager Ev Limited - JA - Basic Support - Limited to 10,000 IPs	515872.00000000006	309523.2	283729.60000000003	257936.00000000003	206348.80000000005	201190.08000000002	201200
500226-03-JA	1	VnE Manager Ev Limited - JA - Basic Support Renewal - Limited to 10,000 IPs	497448.00000000006	298468.80000000005	273596.4000000001	248724.00000000003	198979.20000000004	194004.72000000003	194000
500232-00-JA	1	VnE Manager Ev Express - JA - License - Limited to 2,500 IPs	872704.0000000001	523622.4	479987.2000000001	436352.00000000006	349081.6000000001	340354.56	340400
500232-01-JA	1	VnE Manager Ev Express - JA - Basic Support - Limited to 2,500 IPs	200704.00000000003	120422.40000000001	110387.20000000003	100352.00000000001	80281.60000000002	78274.56000000001	78300
500232-03-JA	1	VnE Manager Ev Express - JA - Basic Support Renewal - Limited to 2,500 IPs	193536	116121.59999999999	106444.8	96768	77414.40000000001	75479.04	75500
Device Profiler デバイスプロファイラー
500264-03-JA	1	Device Profiler 7000 - JA - Basic Support Renewal	262224	157334.4	144223.2	131112	104889.6	102267.36	102300
500210-00-JA	1	Device Profiler Ev  - JA - License	818048.0000000001	490828.80000000005	449926.4000000001	409024.00000000006	327219.20000000007	319038.72000000003	319000
500210-01-JA	1	Device Profiler Ev  - JA - Basic Support	188160.00000000003	112896.00000000001	103488.00000000003	94080.00000000001	75264.00000000001	73382.40000000001	73400
500210-03-JA	1	Device Profiler Ev  - JA - Basic Support Renewal	181440	108864	99792.00000000001	90720	72576	70761.6	70800
500215-00-JA	1	Device Profiler Ev Limited - JA - License - Limited to 500 IPs	299376	179625.6	164656.80000000002	149688	119750.40000000001	116756.64000000001	116800
500215-01-JA	1	Device Profiler Ev Limited - JA - Basic Support - Limited to 500 IPs	68880	41328	37884	34440	27552	26863.2	26900
500215-03-JA	1	Device Profiler Ev Limited - JA - Basic Support Renewal - Limited to 500 IPs	66420	39852	36531	33210	26568	25903.8	25900
500233-00-JA	1-25	Device Profiler Ev Express-25 - JA - License - Limited to 25 IPs	113792.00000000001	68275.20000000001	62585.60000000001	56896.00000000001	45516.80000000001	44378.88000000001	44400
500233-00-JA	26-50	Device Profiler Ev Express-25 - JA - License - Limited to 25 IPs	98336.00000000001	59001.600000000006	54084.80000000001	49168.00000000001	39334.40000000001	38351.04000000001	38400
500233-00-JA	51-100	Device Profiler Ev Express-25 - JA - License - Limited to 25 IPs	91056.00000000001	54633.600000000006	50080.80000000001	45528.00000000001	36422.40000000001	35511.840000000004	35500
500233-00-JA	101-250	Device Profiler Ev Express-25 - JA - License - Limited to 25 IPs	80080.00000000001	48048.00000000001	44044.000000000015	40040.00000000001	32032.000000000007	31231.200000000004	31200
500233-00-JA	251-500	Device Profiler Ev Express-25 - JA - License - Limited to 25 IPs	68208	40924.799999999996	37514.4	34104	27283.2	26601.12	26600
500233-00-JA	501-1000	Device Profiler Ev Express-25 - JA - License - Limited to 25 IPs	56448.00000000001	33868.8	31046.400000000005	28224.000000000004	22579.200000000004	22014.72	22000
500233-00-JA	1001-2500	Device Profiler Ev Express-25 - JA - License - Limited to 25 IPs	55552.00000000001	33331.200000000004	30553.600000000006	27776.000000000004	22220.800000000003	21665.280000000002	21700
500233-00-JA	2501+	Device Profiler Ev Express-25 - JA - License - Limited to 25 IPs	54656.00000000001	32793.600000000006	30060.800000000007	27328.000000000004	21862.400000000005	21315.840000000004	21300
500233-01-JA	1-25	Device Profiler Ev Express-25 - JA - Basic Support - Limited to 25 IPs	26208.000000000004	15724.800000000001	14414.400000000003	13104.000000000002	10483.200000000003	10221.12	10200
500233-01-JA	26-50	Device Profiler Ev Express-25 - JA - Basic Support - Limited to 25 IPs	22624.000000000004	13574.400000000001	12443.200000000003	11312.000000000002	9049.600000000002	8823.36	8800
500233-01-JA	51-100	Device Profiler Ev Express-25 - JA - Basic Support - Limited to 25 IPs	20944.000000000004	12566.400000000001	11519.200000000003	10472.000000000002	8377.600000000002	8168.160000000002	8200
500233-01-JA	101-250	Device Profiler Ev Express-25 - JA - Basic Support - Limited to 25 IPs	18368	11020.8	10102.400000000001	9184	7347.200000000001	7163.5199999999995	7200
500233-01-JA	251-500	Device Profiler Ev Express-25 - JA - Basic Support - Limited to 25 IPs	15680.000000000002	9408	8624.000000000002	7840.000000000001	6272.000000000001	6115.2	6100
500233-01-JA	501-1000	Device Profiler Ev Express-25 - JA - Basic Support - Limited to 25 IPs	12880.000000000002	7728.000000000001	7084.000000000002	6440.000000000001	5152.000000000001	5023.200000000001	5000
500233-01-JA	1001-2500	Device Profiler Ev Express-25 - JA - Basic Support - Limited to 25 IPs	12768.000000000002	7660.800000000001	7022.4000000000015	6384.000000000001	5107.200000000001	4979.52	5000
500233-01-JA	2501+	Device Profiler Ev Express-25 - JA - Basic Support - Limited to 25 IPs	12544.000000000002	7526.400000000001	6899.200000000002	6272.000000000001	5017.600000000001	4892.160000000001	4900
500233-03-JA	1-25	Device Profiler Ev Express-25 - JA - Basic Support Renewal - Limited to 25 IPs	25272	15163.199999999999	13899.6	12636	10108.800000000001	9856.08	9900
500233-03-JA	26-50	Device Profiler Ev Express-25 - JA - Basic Support Renewal - Limited to 25 IPs	21816	13089.6	11998.800000000001	10908	8726.4	8508.24	8500
500233-03-JA	51-100	Device Profiler Ev Express-25 - JA - Basic Support Renewal - Limited to 25 IPs	20196	12117.6	11107.800000000001	10098	8078.400000000001	7876.4400000000005	7900
500233-03-JA	101-250	Device Profiler Ev Express-25 - JA - Basic Support Renewal - Limited to 25 IPs	17712	10627.199999999999	9741.6	8856	7084.8	6907.679999999999	6900
500233-03-JA	251-500	Device Profiler Ev Express-25 - JA - Basic Support Renewal - Limited to 25 IPs	15120.000000000002	9072	8316.000000000002	7560.000000000001	6048.000000000001	5896.8	5900
500233-03-JA	501-1000	Device Profiler Ev Express-25 - JA - Basic Support Renewal - Limited to 25 IPs	12420	7452	6831.000000000001	6210	4968	4843.8	4800
500233-03-JA	1001-2500	Device Profiler Ev Express-25 - JA - Basic Support Renewal - Limited to 25 IPs	12312	7387.2	6771.6	6156	4924.8	4801.68	4800
500233-03-JA	2501+	Device Profiler Ev Express-25 - JA - Basic Support Renewal - Limited to 25 IPs	12096	7257.599999999999	6652.8	6048	4838.400000000001	4717.44	4700
500234-00-JA	1-5	Device Profiler Ev Express-50 - JA - License - Limited to 50 IPs	163856.00000000003	98313.60000000002	90120.80000000002	81928.00000000001	65542.40000000001	63903.84000000002	63900
500234-00-JA	6-10	Device Profiler Ev Express-50 - JA - License - Limited to 50 IPs	140112	84067.2	77061.6	70056	56044.8	54643.68	54600
500234-00-JA	11-25	Device Profiler Ev Express-50 - JA - License - Limited to 50 IPs	131040.00000000001	78624	72072.00000000001	65520.00000000001	52416.00000000001	51105.6	51100
500234-00-JA	26-50	Device Profiler Ev Express-50 - JA - License - Limited to 50 IPs	114688.00000000001	68812.8	63078.400000000016	57344.00000000001	45875.20000000001	44728.32000000001	44700
500234-00-JA	51-100	Device Profiler Ev Express-50 - JA - License - Limited to 50 IPs	98336.00000000001	59001.600000000006	54084.80000000001	49168.00000000001	39334.40000000001	38351.04000000001	38400
500234-00-JA	101-250	Device Profiler Ev Express-50 - JA - License - Limited to 50 IPs	80976.00000000001	48585.600000000006	44536.80000000001	40488.00000000001	32390.40000000001	31580.640000000003	31600
500234-00-JA	251-500	Device Profiler Ev Express-50 - JA - License - Limited to 50 IPs	79184.00000000001	47510.40000000001	43551.20000000001	39592.00000000001	31673.600000000006	30881.760000000006	30900
500234-00-JA	500+	Device Profiler Ev Express-50 - JA - License - Limited to 50 IPs	77392.00000000001	46435.200000000004	42565.60000000001	38696.00000000001	30956.800000000007	30182.880000000005	30200
500234-01-JA	1-5	Device Profiler Ev Express-50 - JA - Basic Support - Limited to 50 IPs	37632	22579.2	20697.600000000002	18816	15052.800000000001	14676.480000000001	14700
500234-01-JA	6-10	Device Profiler Ev Express-50 - JA - Basic Support - Limited to 50 IPs	32256.000000000004	19353.600000000002	17740.800000000003	16128.000000000002	12902.400000000001	12579.840000000002	12600
500234-01-JA	11-25	Device Profiler Ev Express-50 - JA - Basic Support - Limited to 50 IPs	30240.000000000004	18144	16632.000000000004	15120.000000000002	12096.000000000002	11793.6	11800
500234-01-JA	26-50	Device Profiler Ev Express-50 - JA - Basic Support - Limited to 50 IPs	26432.000000000004	15859.2	14537.600000000004	13216.000000000002	10572.800000000003	10308.480000000001	10300
500234-01-JA	51-100	Device Profiler Ev Express-50 - JA - Basic Support - Limited to 50 IPs	22624.000000000004	13574.400000000001	12443.200000000003	11312.000000000002	9049.600000000002	8823.36	8800
500234-01-JA	101-250	Device Profiler Ev Express-50 - JA - Basic Support - Limited to 50 IPs	18592	11155.199999999999	10225.6	9296	7436.8	7250.879999999999	7300
500234-01-JA	251-500	Device Profiler Ev Express-50 - JA - Basic Support - Limited to 50 IPs	18256	10953.6	10040.800000000001	9128	7302.400000000001	7119.84	7100
500234-01-JA	500+	Device Profiler Ev Express-50 - JA - Basic Support - Limited to 50 IPs	17808	10684.8	9794.400000000001	8904	7123.200000000001	6945.12	6900
500234-03-JA	1	Device Profiler Ev Express-50 - JA - Basic Support Renewal - Limited to 50 IPs	36288	21772.8	19958.4	18144	14515.2	14152.32	14200
500234-03-JA	6-10	Device Profiler Ev Express-50 - JA - Basic Support Renewal - Limited to 50 IPs	31104.000000000004	18662.4	17107.200000000004	15552.000000000002	12441.600000000002	12130.560000000001	12100
500234-03-JA	11-25	Device Profiler Ev Express-50 - JA - Basic Support Renewal - Limited to 50 IPs	29160.000000000004	17496	16038.000000000004	14580.000000000002	11664.000000000002	11372.4	11400
500234-03-JA	26-50	Device Profiler Ev Express-50 - JA - Basic Support Renewal - Limited to 50 IPs	25488	15292.8	14018.400000000001	12744	10195.2	9940.32	9900
500234-03-JA	51-100	Device Profiler Ev Express-50 - JA - Basic Support Renewal - Limited to 50 IPs	21816	13089.6	11998.800000000001	10908	8726.4	8508.24	8500
500234-03-JA	101-250	Device Profiler Ev Express-50 - JA - Basic Support Renewal - Limited to 50 IPs	17928	10756.8	9860.400000000001	8964	7171.200000000001	6991.92	7000
500234-03-JA	251-500	Device Profiler Ev Express-50 - JA - Basic Support Renewal - Limited to 50 IPs	17604	10562.4	9682.2	8802	7041.6	6865.56	6900
500234-03-JA	500+	Device Profiler Ev Express-50 - JA - Basic Support Renewal - Limited to 50 IPs	17172	10303.199999999999	9444.6	8586	6868.8	6697.08	6700
VnE Manager  VnEマネージャーのサブスクリプション
500235-063-JA	1	VnE Manager 1800 - JA - Appliance Subscription - Renewal Term	1658448	995068.7999999999	912146.4	829224	663379.2000000001	646794.72	646800
500236-063-JA	1	VnE Manager 5800 - JA - Appliance Subscription - Renewal Term	6172308	3703384.8	3394769.4000000004	3086154	2468923.2	2407200.12	2407200
500225-061-JA	1	VnE Manager EV - Annual License	3640000.0000000005	2184000	2002000.0000000005	1820000.0000000002	1456000.0000000002	1419600	1419600
500225-063-JA	1	VnE Manager EV - Annual License - Renewal Term	3510000	2106000	1930500.0000000002	1755000	1404000	1368900	1368900
500226-061-JA	1	VnE Manager Ev Limited - Annual License - JA - Limited to 10,000 IPs	1456000.0000000002	873600.0000000001	800800.0000000002	728000.0000000001	582400.0000000001	567840.0000000001	567800
500226-063-JA	1	VnE Manager Ev Limited  - JA - Annual License - Renewal Term - Limited to 10,000 IPs	1404000	842400	772200.0000000001	702000	561600	547560	547600
500232-061-JA	1	VnE Manager Ev Express - JA - Annual License - Limited to 2,500 IPs	545104	327062.39999999997	299807.2	272552	218041.6	212590.56	212600
500232-063-JA	1	VnE Manager Ev Express - JA - Annual License - Renewal Term - Limited to 2,500 IPs	525636	315381.6	289099.80000000005	262818	210254.40000000002	204998.03999999998	205000
502370-061-JA	1	VnE Manager EV - JA - Annual License (per instance) - Limited to 100 IPs	392000.00000000006	235200.00000000003	215600.00000000006	196000.00000000003	156800.00000000003	152880.00000000003	152900
502370-063-JA	1	VnE Manager EV - JA - Annual License (per instance) - Renewal Term - Limited to 100 IPs	378000	226800	207900.00000000003	189000	151200	147420	147400
502371-061-JA	1	VnE Manager EV - JA - Annual License (per instance) - Limited to 50 IPs	324800.00000000006	194880.00000000003	178640.00000000006	162400.00000000003	129920.00000000003	126672.00000000003	126700
502371-063-JA	1	VnE Manager EV - JA - Annual License (per instance) - Renewal Term - Limited to 50 IPs	313200	187920	172260	156600	125280	122148	122100
502372-061-JA	1	VnE Manager EV - JA - Annual License (per instance) - Limited to 10 IPs	134400	80640	73920	67200	53760	52416	52400
502372-063-JA	1	VnE Manager EV - JA - Annual License (per instance) - Renewal Term - Limited to 10 IPs	129600.00000000001	77760	71280.00000000001	64800.00000000001	51840.00000000001	50544	50500
Device Profiler デバイスプロファイラーのサブスクリプション
500264-063-JA	1	Device Profiler 7000 - JA - Appliance Subscription - Renewal Term	653724	392234.39999999997	359548.2	326862	261489.6	254952.36	255000
500210-061-JA	1	Device Profiler Ev - JA - Annual License	425936.00000000006	255561.60000000003	234264.80000000005	212968.00000000003	170374.40000000002	166115.04000000004	166100
500210-063-JA	1	Device Profiler Ev - JA - Annual License - Renewal Term	410724	246434.4	225898.2	205362	164289.6	160182.36000000002	160200
500215-061-JA	1	Device Profiler Ev Limited - JA - Annual License - Limited to 500 IPs	162848.00000000003	97708.80000000002	89566.40000000002	81424.00000000001	65139.20000000001	63510.720000000016	63500
500215-063-JA	1	Device Profiler Ev Limited - JA - Annual License - Renewal Term - Limited to 500 IPs	157032	94219.2	86367.6	78516	62812.8	61242.48	61200
500233-061-JA	1-5	Device Profiler Ev Express-25 - JA - Annual License - Limited to 25 IPs	59136.00000000001	35481.600000000006	32524.800000000007	29568.000000000004	23654.400000000005	23063.040000000005	23100
500233-061-JA	6-10	Device Profiler Ev Express-25 - JA - Annual License - Limited to 25 IPs	51856.00000000001	31113.600000000002	28520.800000000007	25928.000000000004	20742.400000000005	20223.840000000004	20200
500233-061-JA	11-25	Device Profiler Ev Express-25 - JA - Annual License - Limited to 25 IPs	47376.00000000001	28425.600000000002	26056.800000000007	23688.000000000004	18950.400000000005	18476.640000000003	18500
500233-061-JA	26-50	Device Profiler Ev Express-25 - JA - Annual License - Limited to 25 IPs	41664.00000000001	24998.400000000005	22915.200000000004	20832.000000000004	16665.600000000002	16248.960000000005	16200
500233-061-JA	51-100	Device Profiler Ev Express-25 - JA - Annual License - Limited to 25 IPs	35504	21302.399999999998	19527.2	17752	14201.6	13846.56	13800
500233-061-JA	101-250	Device Profiler Ev Express-25 - JA - Annual License - Limited to 25 IPs	30016.000000000004	18009.600000000002	16508.800000000003	15008.000000000002	12006.400000000001	11706.240000000002	11700
500233-061-JA	251-500	Device Profiler Ev Express-25 - JA - Annual License - Limited to 25 IPs	28896.000000000004	17337.600000000002	15892.800000000003	14448.000000000002	11558.400000000001	11269.440000000002	11300
500233-061-JA	500+	Device Profiler Ev Express-25 - JA - Annual License - Limited to 25 IPs	28448.000000000004	17068.800000000003	15646.400000000003	14224.000000000002	11379.200000000003	11094.720000000003	11100
500233-063-JA	1-5	Device Profiler Ev Express-25 - JA - Annual License - Renewal Term - Limited to 25 IPs	57024.00000000001	34214.4	31363.200000000008	28512.000000000004	22809.600000000006	22239.36	22200
500233-063-JA	6-10	Device Profiler Ev Express-25 - JA - Annual License - Renewal Term - Limited to 25 IPs	50004	30002.399999999998	27502.2	25002	20001.600000000002	19501.559999999998	19500
500233-063-JA	11-25	Device Profiler Ev Express-25 - JA - Annual License - Renewal Term - Limited to 25 IPs	45684	27410.399999999998	25126.2	22842	18273.600000000002	17816.76	17800
500233-063-JA	26-50	Device Profiler Ev Express-25 - JA - Annual License - Renewal Term - Limited to 25 IPs	40176	24105.6	22096.800000000003	20088	16070.400000000001	15668.64	15700
500233-063-JA	51-100	Device Profiler Ev Express-25 - JA - Annual License - Renewal Term - Limited to 25 IPs	34236	20541.6	18829.800000000003	17118	13694.400000000001	13352.039999999999	13400
500233-063-JA	101-250	Device Profiler Ev Express-25 - JA - Annual License - Renewal Term - Limited to 25 IPs	28944.000000000004	17366.4	15919.200000000003	14472.000000000002	11577.600000000002	11288.160000000002	11300
500233-063-JA	251-500	Device Profiler Ev Express-25 - JA - Annual License - Renewal Term - Limited to 25 IPs	27864.000000000004	16718.4	15325.200000000003	13932.000000000002	11145.600000000002	10866.960000000001	10900
500233-063-JA	500+	Device Profiler Ev Express-25 - JA - Annual License - Renewal Term - Limited to 25 IPs	27432	16459.2	15087.6	13716	10972.800000000001	10698.480000000001	10700
500234-061-JA	1-5	Device Profiler Ev Express-50 - JA - Annual License - Limited to 50 IPs	85120.00000000001	51072.00000000001	46816.000000000015	42560.00000000001	34048.00000000001	33196.8	33200
500234-061-JA	6-10	Device Profiler Ev Express-50 - JA - Annual License - Limited to 50 IPs	72800	43680	40040	36400	29120	28392	28400
500234-061-JA	11-25	Device Profiler Ev Express-50 - JA - Annual License - Limited to 50 IPs	68208	40924.799999999996	37514.4	34104	27283.2	26601.12	26600
500234-061-JA	26-50	Device Profiler Ev Express-50 - JA - Annual License - Limited to 50 IPs	60032.00000000001	36019.200000000004	33017.600000000006	30016.000000000004	24012.800000000003	23412.480000000003	23400
500234-061-JA	51-100	Device Profiler Ev Express-50 - JA - Annual License - Limited to 50 IPs	50960.00000000001	30576.000000000004	28028.000000000007	25480.000000000004	20384.000000000004	19874.4	19900
500234-061-JA	101-250	Device Profiler Ev Express-50 - JA - Annual License - Limited to 50 IPs	42672.00000000001	25603.200000000004	23469.600000000006	21336.000000000004	17068.800000000003	16642.08	16600
500234-061-JA	251-500	Device Profiler Ev Express-50 - JA - Annual License - Limited to 50 IPs	41776.00000000001	25065.600000000002	22976.800000000007	20888.000000000004	16710.400000000005	16292.640000000001	16300
500234-061-JA	500+	Device Profiler Ev Express-50 - JA - Annual License - Limited to 50 IPs	40880.00000000001	24528.000000000004	22484.000000000007	20440.000000000004	16352.000000000004	15943.200000000003	15900
500234-063-JA	1-5	Device Profiler Ev Express-50 - JA - Annual License - Renewal Term - Limited to 50 IPs	82080	49248	45144.00000000001	41040	32832	32011.2	32000
500234-063-JA	6-10	Device Profiler Ev Express-50 - JA - Annual License - Renewal Term - Limited to 50 IPs	70200	42120	38610	35100	28080	27378	27400
500234-063-JA	11-25	Device Profiler Ev Express-50 - JA - Annual License - Renewal Term - Limited to 50 IPs	65772	39463.2	36174.600000000006	32886	26308.800000000003	25651.079999999998	25700
500234-063-JA	26-50	Device Profiler Ev Express-50 - JA - Annual License - Renewal Term - Limited to 50 IPs	57888.00000000001	34732.8	31838.400000000005	28944.000000000004	23155.200000000004	22576.320000000003	22600
500234-063-JA	51-100	Device Profiler Ev Express-50 - JA - Annual License - Renewal Term - Limited to 50 IPs	49140	29484	27027.000000000004	24570	19656	19164.600000000002	19200
500234-063-JA	101-250	Device Profiler Ev Express-50 - JA - Annual License - Renewal Term - Limited to 50 IPs	41148	24688.8	22631.4	20574	16459.2	16047.72	16000
500234-063-JA	251-500	Device Profiler Ev Express-50 - JA - Annual License - Renewal Term - Limited to 50 IPs	40284	24170.399999999998	22156.2	20142	16113.6	15710.759999999998	15700
500234-063-JA	500+	Device Profiler Ev Express-50 - JA - Annual License - Renewal Term - Limited to 50 IPs	39420	23652	21681	19710	15768	15373.800000000001	15400

===== SHEET: PS (2r x 7c) =====
製品番号 SKU	数量 Qty	製品名 Description	定価 TWKK List Price (External- Distributor list price)	20% Discount from List (Distributor Buy Price)	65% of Distributor Buy Price (target based upon 2013 results)	Yen Transfer Price
900912-90-JA	1	TW Services JA-Tier 1 Consultant Services (per day, T&E add'l)	280000	224000	145600	146000

===== SHEET: Training (10r x 7c) =====
製品番号 SKU	数量 Qty	製品名 Description	定価 TWKK List Price (External- Distributor list price)	20% Discount from List (Distributor Buy Price)	65% of Distributor Buy Price (target based upon 2013 results)	Yen Transfer Price
901087-90-JA	1	Training-TE Foundation and Advanced Self-study JA	308000.00000000006	246400.00000000006	160160.00000000003	160000
905017-90-JA	1	Training-IP360-eLearning-IP360 Foundation JA	308000.00000000006	246400.00000000006	160160.00000000003	160000
904000-90-JA	1	Training-Sentinel 3 day Admin Track per student (offered in VILT or hosted location)	665280.0000000001	532224.0000000001	345945.6000000001	346000
904001-90-JA	1	Training-Sentinel 3 day Admin Track up to 12 students (offered in VILT or customer location)	3203200.0000000005	2562560.0000000005	1665664.0000000005	1666000
＜トレーニング、教材のご注文に関する注意点＞  受講者のメールアドレスを、購入申請書のエンドユーザーご担当者様情報記入欄にご記入下さい。 受注処理完了後、Tripwire Inc.よりトレーニング/教材にオンラインでアクセスするためのリンクを受講者にお送り致します。

===== SHEET: NOTE_TE (30r x 6c) =====
トリップワイヤ 製品価格表
NOTE:
※ 本数別/IP数別単価は納入対象となるエンドユーザーの１オーダーあたりの発注本数に適用されます。
※ サポート&メンテナンスを更新の場合は、原則として既存のサポート＆メンテナンス期間終了日までに更新してください。
※ TEバンドル製品の保守更新については今後各製品ごとでの更新をお願いいたします。（各製品の保守継続、及び追加、移動、削除が可能となります。）
※ 価格表に記載されていない保守更新については別途弊社営業までお問い合わせください。
※ 月額の保守金額については、年間保守金額の12分割を一ヶ月分とします。単価ごと、小数点以下は四捨五入計算とします。
※ 冗長化構成について：クラスタリング構成はコールドスタンバイのみ可能で2ライセンス必要となります。FTサーバーへの設置は1ライセンスのみで可能です。
（冗長化構成については必ず事前に弊社営業にご相談ください。）
※　TE/FS製品シリーズ (1-16CPU)では、1つのオペレーティングシステムおよび16個以下の中央演算装置を搭載したサーバ1台に対してソフトウェアをインストールし利用することができます。
※　複数のオペレーティングシステムを搭載したコンピュータにおいては、オペレーティングシステムの数量と同じ数のライセンスが必要です。
※ 端数につきましては、小数点以下は切り捨てとなります。
※ 表示価格には消費税は含まれておりません。
※ 保守更新は基本的に年間単位での更新となります。ペナルティ料金での保守更新は年間単位のみとなります。（月単位での更新不可）
※保守復帰手数料は、更新する機関の全体にかかります。復帰手数料は最大25%です
