
===== SHEET: Quote (166r x 21c) =====
Still in Use	BSI Notes	API Name	Label	Type	Length	Precision	Scale	Required	Unique	External ID	Default Value	Formula	Help Text	Reference To	Relationship Name	Picklist Values	Createable	Updateable	Deprecated	Custom
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Quote__c	Quote	reference	18	0	0	Yes	No	No			Quote to which this line item belongs.	SBQQ__Quote__c	SBQQ__Quote__r		Yes	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__RegularPrice__c	Regular Unit Price	currency	0	14	2	No	No	No			Unit price before additional discount.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__RegularTotal__c	Regular Total	currency	0	18	2	No	No	No		IF(AND(SBQQ__Renewal__c, !SBQQ__Existing__c, ISBLANK(SBQQ__PriorQuantity__c)), 0, SBQQ__RegularPrice__c * SBQQ__EffectiveQuantity__c)	Unit price before additional discount multiplied by quantity.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Renewal__c	Renewal	boolean	0	0	0	Yes	No	No	False		Indicates this line item represents a product being renewed. This field should not be modified.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__SegmentIndex__c	Segment Index	double	0	2	0	No	No	No			For multi-segmented Products, Index representing this Quote Line's position in the segment table.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__SegmentKey__c	Segment Key	string	30	0	0	No	No	No			For multi-segmented Products, this is a shared key used to group multi-dimensional Quote Lines together.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__SegmentLabel__c	Segment Label	string	25	0	0	No	No	No			For multi-segmented Products, this is the Column header label (e.g. "Year 1") associated with this line.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Source__c	Source	reference	18	0	0	No	No	No			Source of cloned quote line.	SBQQ__QuoteLine__c	SBQQ__Source__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__SpecialPriceDescription__c	Special Price Description	string	80	0	0	No	No	No			Name of the Discount Tier or Contacted Price applied to achieve the special price for this line item.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__SpecialPriceType__c	Special Price Type	picklist	255	0	0	No	No	No			Stores the type of special price offered on this line item. Null value indicates there is no special pricing.			Contracted Price, Renewal, Custom	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__SpecialPrice__c	Special Price	currency	0	14	2	No	No	No			Special unit price for this line item, such as volume discount or contracted price.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__StartDate__c	Start Date	date	0	0	0	No	No	No			The date the subscription for this product begins.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__SubscribedAssetIds__c	Subscribed Asset IDs	textarea	19000	0	0	No	No	No			List of assets covered by this subscription line item. Do not update unless instructed.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__SubscriptionBase__c	Percent of Total Base	string	30	0	0	No	No	No			Determines whether Percent of Total is calculated off List or Net product prices.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__SubscriptionCategory__c	Percent of Total Category	picklist	255	0	0	No	No	No			Category defined on the product to limit percent-of-total calculations to certain products. Copied from the product record.			Hardware, Software	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__SubscriptionPercent__c	Percent of Total (%)	percent	0	7	3	No	No	No			Percent of Total to be used when calculating this line item price.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__SubscriptionTargetPrice__c	Percent of Total Target Price	currency	0	14	2	No	No	No			Price of the target product on which percent of total should calculate.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__TaxCode__c	Tax code	string	255	0	0	No	No	No			Specifies the tax code for taxation rules.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Taxable__c	Taxable	boolean	0	0	0	Yes	No	No	False		Indicates if the line item is taxable				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__TermDiscountSchedule__c	Term Discount Schedule	reference	18	0	0	No	No	No			Schedule for discounts based on subscription term. Setting this to "Group" applies the discount rate for the group term, while setting it to "Quote" applies the discount rate for the entire quote term, regardless of the different terms in your groups.	SBQQ__DiscountSchedule__c	SBQQ__TermDiscountSchedule__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__TermDiscountTier__c	Term Discount Tier	reference	18	0	0	No	No	No			Tier within the term discount schedule used to discount this line item.	SBQQ__DiscountTier__c	SBQQ__TermDiscountTier__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__TermDiscount__c	Term Discount	currency	0	14	2	No	No	No			Discount calculated by applying subscription term against term discount schedule.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__TotalDiscountAmount__c	Total Discount (Amt)	currency	0	18	2	No	No	No		IF(SBQQ__Bundled__c, 0, IF(ISPICKVAL(SBQQ__DiscountScheduleType__c, 'Slab') && NOT(SBQQ__Existing__c), (SBQQ__ProratedListPrice__c * SBQQ__Quantity__c - SBQQ__CustomerPrice__c), IF(ISPICKVAL(SBQQ__DiscountScheduleType__c, 'Slab') && SBQQ__Existing__c, (SBQQ__ProratedListPrice__c * (SBQQ__Quantity__c-SBQQ__PriorQuantity__c) - SBQQ__CustomerPrice__c), (SBQQ__ProratedListPrice__c -  SBQQ__CustomerPrice__c) * SBQQ__EffectiveQuantity__c)))	Total discount amount for this line item including volume discount, contracted discount, and additional discount.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__TotalDiscountRate__c	Total Discount (%)	percent	0	18	3	No	No	No		IF(SBQQ__ProratedListPrice__c == 0, 0, IF(ISPICKVAL(SBQQ__DiscountScheduleType__c, 'Slab') && NOT(SBQQ__Existing__c), IF(SBQQ__Quantity__c == 0, 0, (SBQQ__ProratedListPrice__c * SBQQ__Quantity__c - SBQQ__CustomerPrice__c) / (SBQQ__Quantity__c * SBQQ__ProratedListPrice__c)), IF(ISPICKVAL(SBQQ__DiscountScheduleType__c, 'Slab') && SBQQ__Existing__c, IF(SBQQ__Quantity__c == SBQQ__PriorQuantity__c, 0, (SBQQ__ProratedListPrice__c * (SBQQ__Quantity__c-SBQQ__PriorQuantity__c) - SBQQ__CustomerPrice__c) / ((SBQQ__Quantity__c-SBQQ__PriorQuantity__c) * SBQQ__ProratedListPrice__c)), (SBQQ__ProratedListPrice__c - SBQQ__CustomerPrice__c) / SBQQ__ProratedListPrice__c)))	Total discount for this line item including volume discount, contracted discount, and additional discount.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__UnitCost__c	Unit Cost	currency	0	16	2	No	No	No			Cost for one unit of product quoted on this line item.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__UnproratedNetPrice__c	Unprorated Net Price	currency	0	16	2	No	No	No			The full term net price for individual line.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__UpgradedQuantity__c	Upgraded Quantity	double	0	12	2	No	No	No			Portion of this line's Prior Quantity being upgraded to another product.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__UpliftAmount__c	Uplift (Amt)	currency	0	12	2	No	No	No			Uplift (Amt) is measured as a currency amount. This is a system-calculated field, as Uplift can only be applied to MDQ segments in percent.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Uplift__c	Uplift	percent	0	9	2	No	No	No			Uplift is applied as a % against the previous year's price; the resulting price is entered into the Regular Price field on top of Special or Contracted Prices. Uplifts compound year after year. Uplift cannot be applied to the 1st Year of any Subscription.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__VolumeDiscount__c	Volume Discount	percent	0	14	2	No	No	No			Specify volume discounts based on a % of the product's price to be discounted using the quantity purchased or term. You can set the quantity or term ranges in tiers of different discount %. You can also apply discount schedules to Subscription Term.				Yes	Yes	No	Yes
Yes		Serial_Number__c	Serial Number	string	50	0	0	No	No	No							Yes	Yes	No	Yes
Yes		Single_License__c	Single License	boolean	0	0	0	Yes	No	No	False		Checking this box will cause this line item to be generated with a single license no matter the quantity.				Yes	Yes	No	Yes
No		Sort_Order__c	Sort Order	string	1300	0	0	No	No	No		CASE(_x000D_   Product_Family_Display__c,_x000D_   "Subscriptions", "1_Subscriptions",_x000D_   "Maintenance & Support", "2_Maintenance & Support",_x000D_   "Professional Services", "3_Professional Services",_x000D_   TEXT( SBQQ__Number__c )_x000D_ )					No	No	No	Yes
No	Used for a custom lightningin component used for applying uplift to quotes when co-terming, upgrading, etc. Should be hanlded by RCA	Uplifted_List_Price__c	Uplifted List Price	currency	0	18	2	No	No	No		SBQQ__ListPrice__c *  (1 +SBQQ__RenewedSubscription__r.SBQQ__Contract__r.SBQQ__RenewalUpliftRate__c)					No	No	No	Yes
No	Used for a custom lightningin component used for applying uplift to quotes when co-terming, upgrading, etc. Should be hanlded by RCA	gsUplift_Amount__c	Uplift Amount	currency	0	12	2	No	No	No							Yes	Yes	No	Yes
No	Used for a custom lightningin component used for applying uplift to quotes when co-terming, upgrading, etc. Should be hanlded by RCA	gsUplift_Applied_By__c	Uplift Applied By	reference	18	0	0	No	No	No			User applying the latest Uplift	User	gsUplift_Applied_By__r		Yes	Yes	No	Yes
No	Used for a custom lightningin component used for applying uplift to quotes when co-terming, upgrading, etc. Should be hanlded by RCA	gsUplift_Applied_Date__c	Uplift Applied Date	datetime	0	0	0	No	No	No			Date when the Uplift was applied				Yes	Yes	No	Yes
No	Used for a custom lightningin component used for applying uplift to quotes when co-terming, upgrading, etc. Should be hanlded by RCA	gsUplift_Applied__c	Uplift Applied	boolean	0	0	0	Yes	No	No	False		Flag field to recognize if the Uplift has been applied over the Quote Line				Yes	Yes	No	Yes
No	Used for a custom lightningin component used for applying uplift to quotes when co-terming, upgrading, etc. Should be hanlded by RCA	gsUplift_Autouplift_Error__c	Uplift_Autouplift_Error	string	255	0	0	No	No	No							Yes	Yes	No	Yes
No	Used for a custom lightningin component used for applying uplift to quotes when co-terming, upgrading, etc. Should be hanlded by RCA	gsUplift_Pricing_Base__c	Uplift Pricing Base	picklist	255	0	0	No	No	No						Previous Quote, Pricebook Entry	Yes	Yes	No	Yes
No	Used for a custom lightningin component used for applying uplift to quotes when co-terming, upgrading, etc. Should be hanlded by RCA	gsUplift_Rate__c	Uplift Rate	percent	0	9	2	No	No	No							Yes	Yes	No	Yes
No	Used for a custom lightningin component used for applying uplift to quotes when co-terming, upgrading, etc. Should be hanlded by RCA	gsUplift_Start__c	Uplift Start	picklist	255	0	0	No	No	No						Year 1, Year 2	Yes	Yes	No	Yes

===== SHEET: Product2 (130r x 21c) =====
Still in Use	BSI Notes	API Name	Label	Type	Length	Precision	Scale	Required	Unique	External ID	Default Value	Formula	Help Text	Reference To	Relationship Name	Picklist Values	Createable	Updateable	Deprecated	Custom
Yes	Stores the tax code used by Avalara for this sku	AVA_SFCPQ__TaxCode__c	Tax Code	string	20	0	0	No	No	No							No	No	No	Yes
Yes		Description	Product Description	textarea	4000	0	0	No	No	No							No	No	No	No
No		DisplayUrl	Display URL	url	1000	0	0	No	No	No							No	No	No	No
No		ExcludeFromALECalc__c	ExcludeFromALECalc	boolean	0	0	0	Yes	No	No	False						No	No	No	Yes
No		ExternalDataSourceId	External Data Source ID	reference	18	0	0	No	No	No				ExternalDataSource			No	No	No	No
No		ExternalId	External ID	string	255	0	0	No	No	No							No	No	No	No
Yes	Used for product hierarchy/grouping. Should be replaced by new product catalog	Family	Product Family	picklist	255	0	0	No	No	No						Licenses, M&S, MIX, ProfSvc, Other, Arcus, Subscriptions	No	No	No	No
Yes	Used to determine type of environment for product, Prod/Dev/etc.  This will probably be replaced by attributes in RCA	Instance__c	Instance	picklist	255	0	0	No	No	No						Active, Standby, Dev, Non-Prod	No	No	No	Yes
Yes		IsActive	Active	boolean	0	0	0	Yes	No	No	False						No	No	No	No
Yes		IsArchived	Archived	boolean	0	0	0	Yes	No	No	False						No	No	No	No
Yes	Used to determine type of environment for product, Prod/Dev/etc.  This will probably be replaced by attributes in RCA	IsRenewalProduct__c	IsRenewalProduct	boolean	0	0	0	Yes	No	No	False						No	No	No	Yes
Yes	Used to determine type of environment for product, Prod/Dev/etc.  This will probably be replaced by attributes in RCA	IsSubscription__c	IsSubscription	boolean	0	0	0	Yes	No	No	False		Defines whether the product belongs to subscription family				No	No	No	Yes
Yes	Used to determine type of environment for product, Prod/Dev/etc.  This will probably be replaced by attributes in RCA	IsSupport__c	IsSupport	boolean	0	0	0	Yes	No	No	False						No	No	No	Yes
Yes	Used to determine type of environment for product, Prod/Dev/etc.  This will probably be replaced by attributes in RCA	Is_PS_Subscription__c	Is PS Subscription?	boolean	0	0	0	Yes	No	No	False		Check this if your product is a PS product but also needs to be treated as a subscription when processing the order.				No	No	No	Yes
Yes	Used by license key server to know what kind of license key to generate	ItemControlNumber__c	ItemControlNumber	string	20	0	0	No	No	No							No	No	No	Yes
Yes	Similar to Usage in D365, this list the number of "seats".  Quantity may be 1, but if license qty is set 10, they get 10 sets per quantity.	License_Quantity__c	License Quantity	double	0	18	0	No	No	No							No	No	No	Yes
Yes		Name	Product Name	string	255	0	0	Yes	No	No							No	No	No	No
No		NotAutoInvoiced__c	Not Auto Invoiced	boolean	0	0	0	Yes	No	No	False						No	No	No	Yes
No		NumberOfQuantityInstallments	Number Of Quantity Installments	int	0	0	0	No	No	No							No	No	No	No
No		NumberOfRevenueInstallments	Number Of Revenue Installments	int	0	0	0	No	No	No							No	No	No	No
Yes	Defines type of services. Should be replaced by new product attributes/groupings/hierarcy, etc.	PS_Type__c	PS Type	picklist	255	0	0	No	No	No						Onsite, Remote	No	No	No	Yes
Yes		ProductCode	Product Code	string	255	0	0	No	No	No							No	No	No	No
Yes		ProductGroup__c	ProductGroup	picklist	255	0	0	No	No	No						EFT SMB, EFT Enterprise, CuteFTP, Cisco UCM, Workspaces, Mail Express, PS Tools, EFT Custom Solution, SMB Workspaces, TAM, SecureDrive, Accelerate Module, Professional Services, WAFS, Advanced Workflow Engine (AWE), Web Transfer Client (WTC), Auditing & Reporting Module (ARM), Advanced Auth, MIX, scConnect, SMB Web Transfer Client (WTC), Kenetix, Arcus, Secure ad hoc Transfer (SAT), AS2 Data Transfer, Cloud Connector Module (CCM), Enterprise Actions, FM Module, Transfer Actions, FTPS Server, DMZ Gateway, HTTP/S Module, OpenPGP Encryption, Compliance Module, Secure Forms, SFTP Module, Schedule Module, EFT Continuum, Remote Agent Module (RAM)	No	No	No	Yes
Yes	Unique product id generated by financial system.  This would be a Workday product Id in the new system.	ProductNumber__c	ProductNumber	double	0	18	0	No	No	Yes							No	No	No	Yes
Yes	Used for product hierarchy/grouping. Should be replaced by new product catalog	Product_Category__c	Product Category	picklist	255	0	0	No	No	No						EFT Continuum, EFT Enterprise, EFT Express, DMZ Gateway, Arcus, Professional Services, CuteFTP, Cloud Services, CUCM, EFT SMB, Kenetix, Mail Express, Other, scConnect, SecureDrive, TappIn, WAFS	No	No	No	Yes
Yes	Used for product hierarchy/grouping. Should be replaced by new product catalog	Product_Model__c	Product Model	picklist	255	0	0	No	No	No						EFT Enterprise, EFT SMB, EFT Bundles, EFT Arcus, SecureDrive, scConnect, Mail Express, Standalone, Cloud Services, CUCM, CuteFTP, WAFS, Professional Services, Success 360, TAM, EFT Express, Expert TAM, EFT Enterprise Subscription, EFT Express Subscription, DO NOT USE - Arcus (Legacy), EFT Continuum, EFT Continuum Subscription	No	No	No	Yes
Yes	Determines if the product is being actively sold, or is still Active but only supported for renewas and existing customers.  AKA - "retired"	Product_Status__c	Product Status	picklist	255	0	0	No	No	No			Indicate whether the products is still in use for quoting or retired - only renewals and support are available for it, or completely deactivated			In Use, Retired, Inactive	No	No	No	Yes
No		QuantityInstallmentPeriod	Quantity Installment Period	picklist	40	0	0	No	No	No						Daily, Weekly, Monthly, Quarterly, Yearly	No	No	No	No
No		QuantityScheduleType	Quantity Schedule Type	picklist	40	0	0	No	No	No						Divide Amount into multiple installments, Repeat Amount for each installment	No	No	No	No
No		QuantityUnitOfMeasure	Quantity Unit Of Measure	picklist	255	0	0	No	No	No						Each	No	No	No	No
No		Record__c	Record	double	0	18	0	No	No	No		1					No	No	No	Yes
No		Requires_Custom_SOW__c	Requires Custom SOW	boolean	0	0	0	Yes	No	No	False						No	No	No	Yes
No		RevenueInstallmentPeriod	Revenue Installment Period	picklist	40	0	0	No	No	No						Daily, Weekly, Monthly, Quarterly, Yearly	No	No	No	No
No		RevenueScheduleType	Revenue Schedule Type	picklist	40	0	0	No	No	No						Divide Amount into multiple installments, Repeat Amount for each installment	No	No	No	No
Yes	Some products from Globalscape are licensed and a portion of the amount is paid out as royalty.	Royalty_Dollar__c	Royalty Dollar	currency	0	18	2	No	No	No							No	No	No	Yes
Yes	Some products from Globalscape are licensed and a portion of the amount is paid out as royalty.	Royalty_Pcnt__c	Royalty Pcnt	percent	0	18	0	No	No	No							No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__AllocatePotOnOrders__c	Allocate POT on Orders	boolean	0	0	0	Yes	No	No	False		Select to base its calculations within an order on the targets.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__BatchQuantity__c	Batch Quantity	double	0	12	2	No	No	No			Non-blank value designates this product is sold in batches. Enter quantity in each batch. Quantity entered in quote will be divided by this value and rounded up to the nearest integer.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__BillingFrequency__c	Billing Frequency	picklist	255	0	0	No	No	No			Determines how often this product will be invoiced.			Monthly, Quarterly, Semiannual, Annual, Invoice Plan	No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__BillingType__c	Billing Type	picklist	255	0	0	No	No	No			The billing type that defines when the billing occurs. Billing in advance lets you bill your customers for products or services before you provide them; Billing in arrears lets you bill your customers after the products or services are provided.			Advance, Arrears	No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__BlockPricingField__c	Block Pricing Field	picklist	255	0	0	No	No	No	Quantity		Field used to calculate block pricing.			Quantity	No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ChargeType__c	Charge Type	picklist	255	0	0	No	No	No			The type of the product charge.			One-Time, Recurring, Usage	No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Component__c	Component	boolean	0	0	0	Yes	No	No	False		Marks this product as a component, excluding it from selection in product lookup.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__CompoundDiscountRate__c	Compound Discount (%)	percent	0	8	3	No	No	No			Discount rate compounded by quantity.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ConfigurationFieldSet__c	Configuration Field Set	picklist	255	0	0	No	No	No			The API name of the field set that will be used for this product during configuration.			OptionConfiguration	No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ConfigurationFields__c	Configuration Fields	textarea	10000	0	0	No	No	No							No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ConfigurationFormTitle__c	Configuration Form Title	string	100	0	0	No	No	No			Title of the configuration form rendered from specified configuration fields.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ConfigurationValidator__c	Configuration Validator	textarea	32000	0	0	No	No	No			JavaScript function used to validate configuration of this product.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ConfiguredCodePattern__c	Configured Code Pattern	string	255	0	0	No	No	No			Pattern used to generate product code (SKU) for configured products.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ConfiguredDescriptionPattern__c	Configured Description Pattern	textarea	1000	0	0	No	No	No			Pattern used to generate dynamic product description for configured products.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__CostEditable__c	Cost Editable	boolean	0	0	0	Yes	No	No	False		Controls whether cost for this product may be modified on individual quotes.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__CostSchedule__c	Cost Schedule	reference	18	0	0	No	No	No			Discount schedule used as a Cost Schedule with this product.	SBQQ__DiscountSchedule__c	SBQQ__CostSchedule__r		No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__CustomConfigurationPage__c	Custom Configuration Page	string	40	0	0	No	No	No							No	No	No	Yes
